ticker,sector,undervaluation_score,V_abs,V_rel,quality_bonus_pts,risk_penalty_pts,redflag_pts,sector_relief_pts,pe_ttm,ev_ebitda,pb,ps,fcf_yield,roe_calc,ebitda_margin,net_debt_ebitda,interest_coverage,mkt_cap,ev,price_now,shares_diluted_latest,revenue_ttm,net_income_ttm,ebitda_ttm,equity_latest,debt_total_latest,cash_and_equivalents,current_ratio
EQT,ENERGY & TRANSPORTATION,5.6,5.525868947726652,6.324206410773575,0.3898472071470318,0.858360902255639,0.5,0.0,18.855513767499627,13.797834716996158,1.641248564410832,8.015077518142883,0.11287411857988124,0.08704342849781033,0.7213447754239722,2.686535666646758,58.20064004708392,35160894720.0,43662240720.0,58.32,602896000.0,4386844000.0,1864754000.0,3164427000.0,21423260000.0,9056838000.0,555492000.0,0.7073062126502391
KMI,ENERGY & TRANSPORTATION,5.6,4.829502225978376,5.950269261799113,0.40102018452033067,1.307142857142857,0.5,0.0,13.5814553014553,12.467064803049555,2.1230679233019174,2.629162474342979,0.08783531414365926,0.1563210919727007,0.316738439248199,4.166327827191868,,65326800000.0,98115800000.0,29.4,2222000000.0,24847000000.0,4810000000.0,7870000000.0,30770000000.0,32871000000.0,82000000.0,0.6842829617396091
AEP,ENERGY & TRANSPORTATION,5.7,4.846062223477287,6.008083356928973,0.44413641771729145,1.3969060150375938,0.5,0.0,12.991457164341993,12.196552577267745,1.8602716247155278,1.798322974004615,,0.14319191459303474,0.27749424759143176,5.71597508921699,2.625734933855953,55568359729.04,104580559729.04001,103.76,535547029.0,30900100000.0,4277300000.0,8574600000.0,29871100000.0,49239500000.0,227300000.0,0.5524542745536689
PEG,ENERGY & TRANSPORTATION,5.7,5.633112867618427,6.49541989248146,0.37391432537363284,1.3499300751879701,0.0,0.0,10.978090766823161,12.76148753894081,2.524743566672665,2.1173097238291665,-0.014112615823235922,0.22998020514666187,0.25836309673524827,4.566394080996885,3.154791154791155,42090000000.0,65543000000.0,84.18,500000000.0,19879000000.0,3834000000.0,5136000000.0,16671000000.0,23639000000.0,186000000.0,1.0013094718463553
MLM,ENERGY & TRANSPORTATION,5.8,5.981572763574232,6.924438456108232,0.27931269307840023,0.9822225563909774,0.0,0.0,12.870556971803786,10.69708527131783,3.558888390473139,2.966426778242678,0.004891681955923724,0.27651393784043576,0.3215525683254696,1.4717607973421927,10.439306358381502,33321872000.000004,38637872000.0,548.96,60700000.0,11233000000.0,2589000000.0,3612000000.0,9363000000.0,5541000000.0,225000000.0,2.3483807654563296
ODFL,ENERGY & TRANSPORTATION,5.8,6.474211869775299,7.952037111738605,0.20366379310344832,0.3699248120300752,0.0,0.0,17.537867866022918,10.748940174585078,8.164467262684928,,,0.4655336284350963,,0.012726172966292722,,34540848300.0,34581791300.0,162.3,212821000.0,,1969501000.0,3217228000.0,4230631000.0,65000000.0,24057000.0,1.377380081008083
WEC,ENERGY & TRANSPORTATION,5.8,4.928332414463901,6.037897715812828,0.30290556900726384,1.3641135338345864,0.5,0.0,,12.613332705394777,2.44452783812847,2.0089901825811456,0.07196350114642454,,0.2553069972405418,4.744413309157699,2.8608865534896255,33416940000.0,53565040000.0,104.2,320700000.0,16633700000.0,,4246700000.0,13670100000.0,20171100000.0,23000000.0,0.5532825272479565
UNP,ENERGY & TRANSPORTATION,5.9,5.1309298458366905,6.24416814705061,0.07959865784420135,1.033163909774436,0.5,0.0,11.483849528734675,7.908939202563861,8.468438430311231,3.240212562660328,0.07621302843744654,0.7374215770697503,0.4993528041232261,1.4201149967009143,7.604120017913122,137679872000.0,167811872000.0,230.08,598400000.0,42491000000.0,11989000000.0,21218000000.0,16258000000.0,31192000000.0,1060000000.0,0.648326100433974
XEL,ENERGY & TRANSPORTATION,5.9,5.104392837475831,6.651118627238031,0.6032327586206897,1.4512984962406015,0.5,0.0,11.916476247745038,15.526764899934022,1.890854443967368,,,0.1586756357044034,,6.810204530459644,1.9786771105308965,39634200000.0,70600200000.0,68.1,582000000.0,,3326000000.0,4547000000.0,20961000000.0,32420000000.0,1454000000.0,0.9627930682976554
LNT,ENERGY & TRANSPORTATION,6.0,5.235968598993831,6.146356199770379,0.31657238874509475,1.3728293233082707,0.5,0.0,11.233885198555958,8.983388964116452,2.1775970608817357,2.1663785853522697,-0.09409386801702507,0.19384184744576627,0.41130604288499023,3.7163168584969535,2.316690442225392,15558931000.0,26536931000.0,60.47,257300000.0,7182000000.0,1385000000.0,2954000000.0,7145000000.0,11307000000.0,329000000.0,0.5715393563396666
RCL,ENERGY & TRANSPORTATION,6.0,5.685507316726709,6.972406793992616,0.11689592552392077,0.7033578947368422,0.5,0.0,13.878082191780821,8.476685816711095,9.391809357618062,2.8899087187059536,0.057006160474257814,0.6767368306249318,0.3650916168870394,0.5611145325857156,18.941037735849058,86113500000.0,92217865000.0,313.14,275000000.0,29798000000.0,6205000000.0,10879000000.0,9169000000.0,6839365000.0,735000000.0,0.23172231154828335
CNP,ENERGY & TRANSPORTATION,6.1,5.648905499476267,6.3909252141061845,0.48066815563162724,1.3781954887218046,0.5,0.0,13.637883827370812,12.529077609233306,2.179536565931573,1.4855145308344158,-0.081736108522188,0.15981486523277974,0.2250881425125255,5.9293762022533665,,24016313420.0,45593313420.0,36.74,653683000.0,16167000000.0,1761000000.0,3639000000.0,11019000000.0,21670000000.0,93000000.0,0.7929634641407307
DTE,ENERGY & TRANSPORTATION,6.3,5.567815531568684,7.5891922921773665,0.6226293103448276,1.4056894736842103,0.5,0.0,15.292370329057446,13.567130291368883,2.339124722743559,,,0.15296024569186145,,6.03023639362287,2.4866712235133286,27419220000.0,49357220000.0,132.46,207000000.0,,1793000000.0,3638000000.0,11722000000.0,21970000000.0,32000000.0,0.936491135220958
CEG,ENERGY & TRANSPORTATION,6.5,7.3642756834500265,8.466027535141341,0.31070880646238624,0.6245097744360901,0.0,0.0,21.065607981708585,12.990386409857638,7.537307749516585,2.7411727794006273,-0.0650440902628839,0.3578015766770787,0.22609001406469761,0.866132312477569,48.69291338582677,101346640000.0,108586640000.0,322.76,314000000.0,36972000000.0,4811000000.0,8359000000.0,13446000000.0,9214000000.0,1974000000.0,1.4758631713554988
VMC,ENERGY & TRANSPORTATION,6.5,7.038860668470522,8.123800908399788,0.5256770789847207,1.0398496240601505,0.0,0.0,22.83764527605745,16.63307382436501,4.123158120115619,2.658611596870686,0.02782796100208124,0.18054217369065886,0.18087896916705015,1.934783530509265,,34662978000.0,39225778000.0,260.82,132900000.0,13038000000.0,1517800000.0,2358300000.0,8406900000.0,4910200000.0,347400000.0,1.6718831507563903
WM,ENERGY & TRANSPORTATION,6.5,6.806389406317404,8.365739349962764,0.3303824517825833,0.39699248120300745,0.5,0.0,18.96661469019286,12.442087794432549,10.047090533637649,2.2510904397798663,,0.5297250298880557,0.18195100569814446,0.07012847965738758,,92443280000.0,92967280000.0,228.82,404000000.0,41066000000.0,4874000000.0,7472000000.0,9201000000.0,964000000.0,440000000.0,0.8569463548830811
ETR,ENERGY & TRANSPORTATION,6.7,6.1191795009235115,7.124851565651473,0.33995157384987884,1.3496729323308267,0.5,0.0,,13.429009214416281,2.2734413279467094,1.736327283332319,-0.10115133955628042,,0.2381975565089572,6.139567169837515,4.540896085865616,36859304250.0,67904228250.0,83.12,443446875.0,21228316000.0,,5056533000.0,16213000000.0,32220555000.0,1175631000.0,0.796798893514429
RSG,ENERGY & TRANSPORTATION,6.8,6.780555349372156,8.167547242995003,0.38909811513734655,0.8609593984962407,0.5,0.0,21.34004892010113,15.724686647677629,6.412289776763486,2.713636714546604,0.05673234445570554,0.3004814937759336,0.20097632928285453,2.2224163841610456,41.081119885139984,77268091810.0,89986091810.0,246.61,313321000.0,28474000000.0,3620802000.0,5722600000.0,12050000000.0,12840000000.0,122000000.0,0.6624622977789965
TRGP,ENERGY & TRANSPORTATION,6.8,6.1720841056576266,6.9951834253886505,0.0591125177423395,1.1616541353383458,0.5,0.0,13.748800811535396,7.810823349693772,14.66305011398323,2.696824167312161,0.01924402573529412,1.0664966577798385,0.5024126095267875,2.4430755739119365,,37949440000.0,55221740000.0,174.08,218000000.0,14071900000.0,2760200000.0,7069900000.0,2588100000.0,17385400000.0,113100000.0,0.6948090786035823
WMB,ENERGY & TRANSPORTATION,6.8,6.169391804854885,7.418524296397431,0.27101632295232525,1.2786,0.5,0.0,18.255033994778067,11.29747255736715,6.183346054027979,3.158328537637058,0.060604517472798713,0.3387200514552179,0.2720216828877664,,4.813953488372093,76908458220.0,74834458220.0,62.81,1224462000.0,24351000000.0,4213000000.0,6624000000.0,12438000000.0,,2074000000.0,0.5357618097139055
AEE,ENERGY & TRANSPORTATION,6.9,6.334796027150253,7.320549175574828,0.4075060532687651,1.4280067669172931,0.5,0.0,,15.348286666666667,2.1174971577066755,1.8211244587232853,-0.13024039246998834,,0.2095264701773991,6.656666666666666,2.4671052631578947,26074860000.0,46044860000.0,96.04,271500000.0,14318000000.0,,3000000000.0,12314000000.0,19981000000.0,11000000.0,0.8014253320375769
AWK,ENERGY & TRANSPORTATION,7.3,6.970401829607209,8.154195278803488,0.3952599252734408,1.276691729323308,0.5,0.0,22.73801341156748,12.617850888742593,2.539454222055795,3.894680545585069,-0.0727703035229453,0.11168320539224864,0.43618090452261304,3.688802172481896,,27126450000.000004,38333031000.0,139.11,195000000.0,6965000000.0,1193000000.0,3038000000.0,10682000000.0,11300581000.0,94000000.0,0.35053871210223003
